Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.130,Zürich,2019-05-21T19:15:38.654Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.248,Zürich,2019-05-21T16:36:21.036Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.152,Zürich,2019-05-21T05:55:11.996Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.152,Zürich,2019-05-20T17:14:52.142Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.186,Zürich,2019-05-20T05:28:51.707Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.186,Zürich,2019-05-19T16:59:48.930Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.191,Zürich,2019-05-18T15:34:56.272Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.145,Zürich,2019-05-18T09:40:39.017Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.187,Zürich,2019-05-18T06:13:34.028Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.141,Zürich,2019-05-17T15:22:07.222Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.172,Zürich,2019-05-17T05:46:52.201Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.245,Zürich,2019-05-15T18:18:23.448Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.138,Zürich,2019-05-15T16:38:50.048Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.235,Zürich,2019-05-15T05:40:32.509Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.193,Zürich,2019-05-14T06:13:11.239Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.153,Zürich,2019-05-13T17:21:05.085Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.240,Zürich,2019-05-13T05:28:17.009Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.154,Zürich,2019-05-12T16:28:57.524Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.229,Zürich,2019-05-12T13:51:15.471Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.136,Zürich,2019-05-12T06:27:28.547Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.152,Zürich,2019-05-11T17:22:43.217Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.153,Zürich,2019-05-11T10:57:29.623Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.180,Zürich,2019-05-11T06:56:24.724Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.139,Zürich,2019-05-10T16:51:14.076Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.183,Zürich,2019-05-10T05:46:57.860Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.206,Zürich,2019-05-09T05:29:02.483Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.229,Zürich,2019-05-08T19:22:13.235Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.235,Zürich,2019-05-08T16:42:10.305Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.184,Zürich,2019-05-08T05:34:00.381Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.147,Zürich,2019-05-07T17:48:19.576Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.147,Zürich,2019-05-07T06:07:08.120Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.179,Zürich,2019-05-06T18:51:09.060Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.234,Zürich,2019-05-06T05:41:58.107Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.234,Zürich,2019-05-03T06:06:19.190Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.165,Zürich,2019-05-02T16:32:22.759Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.214,Zürich,2019-05-02T06:02:29.737Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.155,Zürich,2019-05-01T14:56:45.518Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.226,Zürich,2019-05-01T09:38:00.582Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.185,Zürich,2019-04-30T05:34:29.995Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.185,Zürich,2019-04-29T17:02:03.933Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.225,Zürich,2019-04-29T05:20:55.594Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.154,Zürich,2019-04-28T15:56:31.091Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.132,Zürich,2019-04-28T07:15:44.960Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.147,Zürich,2019-04-27T19:08:02.054Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.147,Zürich,2019-04-27T06:47:29.583Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.135,Zürich,2019-04-27T01:26:06.867Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.135,Zürich,2019-04-26T17:42:42.714Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.170,Zürich,2019-04-26T04:43:32.928Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.190,Zürich,2019-04-25T18:03:10.785Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.177,Zürich,2019-04-25T15:44:10.892Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.192,Zürich,2019-04-25T06:12:15.080Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.156,Zürich,2019-04-24T19:34:30.778Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.180,Zürich,2019-04-24T05:37:05.419Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.198,Zürich,2019-04-23T17:23:42.149Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.221,Zürich,2019-04-23T05:23:44.943Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.221,Zürich,2019-04-22T17:27:54.272Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.192,Zürich,2019-04-22T11:01:07.993Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.150,Zürich,2019-04-12T05:21:55.489Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.168,Zürich,2019-04-11T05:41:40.151Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.140,Zürich,2019-04-10T18:49:36.905Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,194.230.76.185,Zürich,2019-04-10T05:52:43.669Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,62.167.87.96,Fribourg,2019-04-09T16:49:17.916Z
NFANDROID1-PRV-P-L3-SAMSUSM-G930F-4445-09008C23FD9AF1F8D0C098F8E6BBACA6ACF98D20092592C7EF41895FC58F86D33,NL,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,83.86.85.88,South Holland,2019-01-17T16:59:11.538Z
NFANDROID1-PRV-P-L3-SAMSUSM-G930F-4445-09008C23FD9AF1F8D0C098F8E6BBACA6ACF98D20092592C7EF41895FC58F86D33,NL,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,83.86.85.88,South Holland,2018-09-17T17:58:17.158Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,62.167.87.96,Fribourg,2018-09-14T05:30:50.125Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,62.167.150.74,Lucerne,2018-09-13T18:07:13.691Z
GOOGEAR0010000000000000037153558,NL,Google Chromecast V3 Streaming Stick,Google Chromecast V3 Streaming Stick,83.86.85.88,South Holland,2018-09-04T21:26:26.308Z
NFANDROID1-PRV-P-L3-SAMSUSM-G930F-4445-09008C23FD9AF1F8D0C098F8E6BBACA6ACF98D20092592C7EF41895FC58F86D33,NL,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,83.86.85.88,South Holland,2018-08-26T19:21:06.213Z
NFANDROID1-PRV-T-L3-SAMSUSM-T280-4445-016EE899ABBDA114102D9F19B367B71AF17B5EED06899067ACA3F635D80D94DA8,NL,Android DefaultWidevineL3Tablet Android Tablet,Android DefaultWidevineL3Tablet Android Tablet,83.86.85.88,South Holland,2018-08-21T21:16:55.739Z
NFANDROID1-PRV-T-L3-SAMSUSM-T280-4445-016EE899ABBDA114102D9F19B367B71AF17B5EED06899067ACA3F635D80D94DA8,NL,Android DefaultWidevineL3Tablet Android Tablet,Android DefaultWidevineL3Tablet Android Tablet,83.86.85.88,South Holland,2018-08-05T19:53:38.821Z
NFANDROID1-PRV-T-L3-SAMSUSM-T280-4445-016EE899ABBDA114102D9F19B367B71AF17B5EED06899067ACA3F635D80D94DA8,SE,Android DefaultWidevineL3Tablet Android Tablet,Android DefaultWidevineL3Tablet Android Tablet,2.68.1.153,Skåne,2018-08-01T08:13:38.060Z
NFANDROID1-PRV-T-L3-SAMSUSM-T280-4445-016EE899ABBDA114102D9F19B367B71AF17B5EED06899067ACA3F635D80D94DA8,NL,Android DefaultWidevineL3Tablet Android Tablet,Android DefaultWidevineL3Tablet Android Tablet,83.86.85.88,South Holland,2018-07-29T10:02:46.576Z
NFANDROID1-PRV-T-L3-SAMSUSM-T280-4445-016EE899ABBDA114102D9F19B367B71AF17B5EED06899067ACA3F635D80D94DA8,ES,Android DefaultWidevineL3Tablet Android Tablet,Android DefaultWidevineL3Tablet Android Tablet,46.27.43.22,Seville,2018-07-28T23:43:08.781Z
NFANDROID1-PRV-T-L3-SAMSUSM-T280-4445-016EE899ABBDA114102D9F19B367B71AF17B5EED06899067ACA3F635D80D94DA8,ES,Android DefaultWidevineL3Tablet Android Tablet,Android DefaultWidevineL3Tablet Android Tablet,46.27.43.22,Seville,2018-07-28T12:42:16.425Z
NFANDROID1-PRV-T-L3-SAMSUSM-T280-4445-016EE899ABBDA114102D9F19B367B71AF17B5EED06899067ACA3F635D80D94DA8,ES,Android DefaultWidevineL3Tablet Android Tablet,Android DefaultWidevineL3Tablet Android Tablet,95.60.83.207,Valencia,2018-07-26T21:30:40.003Z
NFANDROID1-PRV-T-L3-SAMSUSM-T280-4445-016EE899ABBDA114102D9F19B367B71AF17B5EED06899067ACA3F635D80D94DA8,ES,Android DefaultWidevineL3Tablet Android Tablet,Android DefaultWidevineL3Tablet Android Tablet,95.60.83.207,Valencia,2018-07-22T18:16:57.551Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,62.167.150.74,Lucerne,2018-05-23T15:52:49.169Z
SSTV-JZL1-0000000000000006845678,CH,Samsung 2016 Jazz-L UHD TV Smart TV,Samsung 2016 Jazz-L UHD TV Smart TV,188.155.202.182,Zürich,2018-05-22T16:31:23.522Z
NFANDROID1-PRV-T-L3-SAMSUSM-T280-4445-016EE899ABBDA114102D9F19B367B71AF17B5EED06899067ACA3F635D80D94DA8,NL,Android DefaultWidevineL3Tablet Android Tablet,Android DefaultWidevineL3Tablet Android Tablet,145.15.244.36,Overijssel,2018-05-14T17:40:59.429Z
NFANDROID1-PRV-T-L3-SAMSUSM-T280-4445-016EE899ABBDA114102D9F19B367B71AF17B5EED06899067ACA3F635D80D94DA8,NL,Android DefaultWidevineL3Tablet Android Tablet,Android DefaultWidevineL3Tablet Android Tablet,83.86.85.88,South Holland,2018-05-09T15:06:36.788Z
NFANDROID1-PRV-T-L3-SAMSUSM-T280-4445-016EE899ABBDA114102D9F19B367B71AF17B5EED06899067ACA3F635D80D94DA8,NL,Android DefaultWidevineL3Tablet Android Tablet,Android DefaultWidevineL3Tablet Android Tablet,145.15.244.30,Overijssel,2018-04-30T16:58:29.098Z
